symbole,ticker_name,date,cloture,volume,daily_return,volume_zscore,return_zscore,volume_anomaly,price_anomaly,combined_anomaly,status,matched_headline,matched_news_date,gap_days,category,source,priority,baseline_volume,recent_volume,decline_ratio,last_active_date,days_since_active,index_return,index_return_zscore,co_flagged_count,excess_return,tag,ai_assessment,ai_reasoning
ECYCL,EURO-CYCLES,2025-12-12,12.9,26715.0,0.0411622276029055,3.878606021055159,3.149356632806505,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0013096545767128,-0.0005992820966195,3.0,0.0398525730261926,MARKET_WIDE,likely_noise,"The anomaly coincides with a market-wide move and the ticker has been flagged multiple times before, suggesting that it may be a chronic offender with thin trading, and the z-scores, although high, are not exceptionally high (>5) to clearly indicate a meaningful event."
ECYCL,EURO-CYCLES,2026-04-23,11.43,40935.0,-0.0848678943154523,4.239163767984871,-6.437664517871553,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0024940028492015,0.1100159769891175,1.0,-0.0873618971646538,COMPANY_SPECIFIC,worth_investigating,"The high return z-score of -6.44 and significant volume z-score of 4.24 suggest a large, isolated move for the ECYCL ticker, and despite the company being flagged multiple times before, the combination of these numbers warrants further investigation."
GIF,GIF FILTER,2022-05-31,0.59,64031.0,0.2553191489361701,9.273315352629938,7.334764732257696,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0005520193464469,-0.0749673449205129,1.0,0.2547671295897231,COMPANY_SPECIFIC,worth_investigating,"The high volume and return z-scores of 9.27 and 7.33, respectively, indicate a significant anomaly, and the fact that this ticker has only been flagged twice suggests it may not be just chronic illiquidity noise, especially since the move seems company-specific with an excess return of 0.25 versus the index."
GIF,GIF FILTER,2023-10-09,0.31,30295.0,-0.4150943396226415,5.444706091880176,-11.20553825798115,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0027378104355145,-0.4924353823486103,3.0,-0.4123565291871269,MARKET_WIDE,likely_noise,"The high return z-score of -11.20, while notable, is accompanied by a market-wide move and other co-flagged tickers, suggesting the anomaly may be part of a broader market trend rather than a unique event for this stock, and the relatively low number of times this ticker appears in the watchlist does not indicate chronic illiquidity but does not strongly suggest a one-off event either."
ICF,ICF,2021-09-13,78.0,885.0,0.0547667342799187,3.1404419488139683,4.0713434222031175,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0004664678233239,-0.1722829617081057,1.0,0.0552332021032426,COMPANY_SPECIFIC,worth_investigating,"The high return z-score of 4.07 and volume z-score of 3.14, combined with a relatively low excess return vs index of 0.055, suggest a significant move that may not be solely due to market-wide factors, and with only one other ticker flagged on the same day, it could indicate a company-specific event worth further investigation."
ICF,ICF,2021-09-16,85.73,7462.0,0.0599653808110782,14.636254401170785,3.6119793664748414,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0005096509098441,0.3171189589475313,0.0,0.059455729901234,COMPANY_SPECIFIC,worth_investigating,"The high volume z-score of 14.636 and return z-score of 3.612, combined with an excess return of 0.0595 and no market-wide move, suggest a notable and isolated event on the ICF stock, making it worth further investigation."
ICF,ICF,2025-07-22,113.42,3500.0,0.06,5.217667591521085,3.9761477553976654,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0016929071509448,0.178432992485444,6.0,0.0583070928490551,MARKET_WIDE,likely_noise,"The high volume z-score could be a side effect of thin trading, and the move coincided with a market-wide movement, as indicated by the 'MARKET_WIDE' tag, and the ticker has been flagged multiple times before, suggesting potential chronic illiquidity noise."
ICF,ICF,2025-08-29,108.2,2856.0,-0.050877192982456,3.329367713705413,-3.4150649479792787,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0008946519971739,0.0455341872982634,2.0,-0.0517718449796299,COMPANY_SPECIFIC,worth_investigating,"The high z-scores for volume and return, specifically 3.329 and -3.415 respectively, in conjunction with a moderate excess return versus the index, suggest a notable anomaly that may warrant further investigation, despite the fact that this ticker has been flagged multiple times before."
ICF,ICF,2025-09-01,101.71,3729.0,-0.0599815157116452,4.151653058211557,-3.6288712280316906,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0002089851880698,-0.2876996696424689,2.0,-0.0597725305235753,COMPANY_SPECIFIC,uncertain,"The volume z-score of 4.15 and return z-score of -3.63 suggest a significant movement, but the fact that this ticker has been flagged six times before and there were two other tickers flagged on the same day makes it unclear whether this is a genuine anomaly or just a chronic issue with this stock."
ICF,ICF,2026-03-23,86.95,4283.0,0.0565006075334144,4.616686658657156,3.629907837723251,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0036044332532634,0.1367126329028378,3.0,0.0528961742801509,MARKET_WIDE,likely_noise,"The volume z-score of 4.6167 and return z-score of 3.6299 are relatively high, but the fact that there were 3 other tickers flagged on the same day and the move is partially explained by a market-wide move suggests that this anomaly may be due to general market activity rather than a specific issue with this stock."
LNDOR,LAND'OR,2022-12-06,6.25,51927.0,-0.0587349397590361,4.33366979793196,-3.016714255356057,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.00350179669774,-0.9573054577172604,3.0,-0.055233143061296,MARKET_WIDE,likely_noise,"The volume z-score is below the threshold of 5 and there is a market-wide explanation for the move, as indicated by the 'MARKET_WIDE' tag, which suggests that the flagged anomaly may be part of a broader market trend rather than a unique event for this ticker."
LNDOR,LAND'OR,2023-06-21,6.13,30715.0,-0.0554699537750386,3.4966142213225235,-3.0475753874922824,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0029905378570294,0.3991608115871156,3.0,-0.058460491632068,MARKET_WIDE,likely_noise,"The anomaly is likely noise because it coincided with a broad market move, as indicated by the 'MARKET_WIDE' tag_from_index_check, and the excess_return_vs_index is relatively low at -0.058460491632068, suggesting the move may be largely explained by market-wide factors."
LNDOR,LAND'OR,2023-09-12,5.53,17655.0,-0.0595238095238094,3.350562054230565,-3.651026091072172,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0046326017953289,-1.9418742086226344,1.0,-0.0548912077284804,COMPANY_SPECIFIC,uncertain,"The flagged anomaly for LNDOR has moderate z-scores and a small excess return, which doesn't strongly indicate a significant event, but the moderate frequency of flags for this ticker suggests it may not be just noise, requiring further investigation to determine the cause."
LNDOR,LAND'OR,2024-11-05,10.23,10444.0,0.0590062111801241,6.0320728466495295,5.974382843425888,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0009758013414231,-0.3451794880793954,3.0,0.0599820125215472,MARKET_WIDE,likely_noise,"The high z-scores could be a side effect of thin trading, and the fact that this ticker appears frequently in the watchlist suggests chronic illiquidity noise, which is further supported by the market-wide movement on the same day."
LNDOR,LAND'OR,2024-11-06,10.8,40201.0,0.0557184750733137,19.91406709868198,4.390501289550026,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0028542710716537,-0.9139186126611948,2.0,0.0585727461449674,COMPANY_SPECIFIC,uncertain,"The high volume z-score of 19.914 and return z-score of 4.390 suggest a significant anomaly, but the fact that this ticker has been flagged 7 times before and there were other tickers flagged on the same day makes it difficult to determine if this is a genuine anomaly or just a chronic issue with the stock's liquidity, especially considering the relatively low excess return of 0.0586."
LNDOR,LAND'OR,2025-03-14,11.49,30927.0,0.0531622364802932,8.278681603383937,5.10995589571732,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0022393901612859,-0.8994495561140262,2.0,0.0554016266415791,COMPANY_SPECIFIC,uncertain,"The high volume and return z-scores (8.28 and 5.11, respectively) suggest a significant anomaly, but the fact that this ticker has been flagged 7 times before and two other tickers were flagged on the same day raises questions about whether this is a one-off event or chronic illiquidity noise."
LNDOR,LAND'OR,2025-10-31,10.84,177733.0,0.0596285434995111,17.601061210194732,3.5168712342737973,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0054331871932813,1.384469810591765,3.0,0.0541953563062297,MARKET_WIDE,uncertain,"The high volume z-score of 17.60 and return z-score of 3.52 suggest a significant anomaly, but the presence of a market-wide move and three other tickers flagged on the same day introduce uncertainty, and the ticker's appearance in the watchlist seven times could indicate chronic illiquidity issues."
MGR,SOTUMAG,2024-11-11,6.34,4000.0,-0.03206106870229,3.1864517677512083,-5.066368348869861,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0001188849204131,-0.039763444499672,2.0,-0.0319421837818768,COMPANY_SPECIFIC,worth_investigating,"The high return z-score of -5.07, combined with a relatively low co-flagged count and the fact that this is not a chronic offender, suggests that this anomaly may be worth further investigation, despite the presence of some market-wide movement indicated by two other tickers being flagged on the same day."
MIP,MIP,2022-05-20,0.26,11411.0,0.3,4.142299155506928,3.8167422637349495,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-4.646871903513095e-05,-0.1794579236335387,0.0,0.3000464687190351,COMPANY_SPECIFIC,worth_investigating,"The high volume and return z-scores of 4.14 and 3.82, respectively, along with an excess return of 0.30 versus the index and no other tickers flagged on the same day, suggest a significant and isolated move that may warrant further investigation, especially given this is the first time this ticker has appeared in the watchlist."
MPBS,MPBS,2025-02-13,5.29,223478.0,0.0590590590590589,20.254254693988223,4.538382600374551,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0048699809728252,1.3331069211377131,1.0,0.0541890780862336,COMPANY_SPECIFIC,worth_investigating,"The high volume z-score of 20.25 and return z-score of 4.54, combined with an excess return of 0.0542 and a tag indicating the move is company-specific, suggest this anomaly may be worth further investigation, particularly given that this is the first time this ticker has appeared in the watchlist."
NAKL,ENNAKL AUTOMOBILES,2023-12-01,11.1,5700.0,-0.0593220338983051,5.756492784000391,-3.1364484449968697,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0001270865809396,0.1765196685515228,1.0,-0.0591949473173654,COMPANY_SPECIFIC,worth_investigating,"The high volume z-score of 5.756 and the negative return z-score of -3.136 suggest a significant movement in the stock, and with this being only the second time this ticker appears in the watchlist, it does not seem to be a chronic offender, making it worth further investigation."
NAKL,ENNAKL AUTOMOBILES,2024-03-04,10.35,6084.0,-0.0675675675675675,4.906005824900594,-3.2571392738798832,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0144955420756691,4.313571515335759,23.0,-0.0820631096432366,MARKET_WIDE,likely_noise,"The flag is likely noise due to the presence of a market-wide move, as indicated by the 'MARKET_WIDE' tag, and a relatively high number of co-flagged tickers on the same day, suggesting the anomaly may be part of a broader market trend rather than a unique event for this stock."
NBL,NEW BODY LINE,2021-08-06,5.24,12884.0,0.0438247011952193,3.658070417287975,3.907989985027733,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0008597072881788,0.4202797253490553,2.0,0.0429649939070404,COMPANY_SPECIFIC,worth_investigating,"The high volume and return z-scores of 3.658 and 3.908, respectively, combined with a relatively low co-flagged count and a moderate excess return, suggest a significant and potentially unusual movement in the stock price that may warrant further investigation, despite the ticker having appeared in the watchlist 5 times."
NBL,NEW BODY LINE,2023-10-30,4.9,2873.0,-0.0277777777777776,3.458760983471078,-3.3001158483292303,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0027480015073126,-0.4767310096474751,0.0,-0.0250297762704649,COMPANY_SPECIFIC,worth_investigating,"The volume z-score of 3.46 and return z-score of -3.30 suggest a significant and isolated move, with no matching company news and no market-wide explanation, as indicated by the 'COMPANY_SPECIFIC' tag and low co-flagged count, making this anomaly worth further investigation."
NBL,NEW BODY LINE,2024-12-24,4.81,4965.0,0.0344086021505374,5.513706568042746,4.278019870557927,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0003721611336352,-0.1119346621163338,2.0,0.0347807632841726,COMPANY_SPECIFIC,uncertain,"The high volume and return z-scores of 5.51 and 4.28 respectively suggest a significant anomaly, but the fact that this ticker has appeared in the watchlist 5 times before and there were other tickers flagged on the same day raises uncertainty about whether this is a genuine signal or noise due to chronic illiquidity or other market factors."
NBL,NEW BODY LINE,2024-12-25,4.95,8760.0,0.0291060291060292,8.399373292062139,3.125260946328712,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0013151891191369,0.5110996722071713,3.0,0.0277908399868922,MARKET_WIDE,worth_investigating,"The high volume z-score of 8.399 and return z-score of 3.125 suggest a significant anomaly, but the presence of a market-wide move and multiple co-flagged tickers on the same day may indicate a broader market event, however, the isolated excess return of 0.02779 vs the index warrants further examination."
NBL,NEW BODY LINE,2025-04-15,5.14,31240.0,0.0511247443762781,5.5324162639603625,4.282448631058071,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0039406669731325,0.5565866638744168,3.0,0.0471840774031455,MARKET_WIDE,likely_noise,"The high z-scores could be due to thin trading, and the fact that there was a market-wide move and this ticker has been flagged multiple times before (5 times) suggests that this anomaly may be due to chronic illiquidity noise rather than a significant event."
OTH,ONE TECH,2022-07-12,8.05,32076.0,0.0592105263157896,3.874176440304778,6.993613144926034,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0004783430197794,-0.0406316221394966,3.0,0.0587321832960101,MARKET_WIDE,worth_investigating,"The high return z-score of 6.993613144926034, combined with a relatively moderate volume z-score of 3.874176440304778, suggests a significant price move that may be worth investigating, despite the presence of a market-wide move and other tickers being flagged on the same day."
PGH,POULINA GROUP HOLDING,2021-09-14,12.25,68184.0,-0.0369496855345912,8.140690145244525,-4.337257046184327,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0042468382056216,-1.9051022635765495,2.0,-0.0327028473289695,COMPANY_SPECIFIC,uncertain,"The high volume z-score of 8.14 suggests a significant anomaly, but the fact that this ticker has been flagged 4 times before and there were other tickers flagged on the same day (co_flagged_other_tickers_same_day = 2.0) introduces uncertainty about whether this is a genuine issue or just a reflection of chronic illiquidity or market noise."
PGH,POULINA GROUP HOLDING,2025-02-27,8.73,36073.0,0.0343601895734597,3.798542958022652,3.231645079211533,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0072849928393758,1.7769587953261048,3.0,0.0270751967340838,MARKET_WIDE,uncertain,"The volume and return z-scores are moderately high, but the presence of a market-wide move and multiple other tickers flagged on the same day suggest that this anomaly may be part of a broader market trend, and the fact that this ticker has appeared in the watchlist 4 times before introduces some uncertainty about whether this is a genuine anomaly or just a chronic offender."
PGH,POULINA GROUP HOLDING,2025-03-12,9.59,40090.0,0.0423913043478261,3.639007904024459,3.2756377993834658,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0144680843073392,3.5167284791480857,6.0,0.0279232200404868,MARKET_WIDE,likely_noise,"The anomaly occurred on a day when multiple other tickers were also flagged, and it was classified as a market-wide move, suggesting that the move in PGH may be attributed to broader market activity rather than a specific issue with the stock, and the z-scores of 3.639 and 3.276 are not extremely high."
PGH,POULINA GROUP HOLDING,2025-03-14,10.0,439026.0,0.044932079414838,44.11576584555903,3.158444690447767,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0022393901612859,-0.8994495561140262,2.0,0.0471714695761239,COMPANY_SPECIFIC,worth_investigating,"The high volume z-score of 44.12 suggests an unusual trading event, and with a return z-score of 3.16, this move may be worth investigating, especially since it was flagged as company-specific and not part of a broader market move."
PLAST,OFFICE PLAST,2023-05-30,1.03,7871.0,-0.1196581196581195,8.427058857151756,-3.082438551554463,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0022937309286907,0.2820505143433832,3.0,-0.1219518505868102,MARKET_WIDE,likely_noise,"The high volume z-score of 8.427058857151756 could be a side effect of thin trading, and the fact that there was a market-wide move on the same day, indicated by the 'MARKET_WIDE' tag, suggests that the anomaly may not be specific to this ticker."
PLAST,OFFICE PLAST,2025-12-10,1.61,12017.0,-0.0747126436781608,5.661086792533117,-3.0111641554038675,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0017114637060791,-0.9370959919181856,4.0,-0.0730011799720816,MARKET_WIDE,likely_noise,"The high volume z-score could be a side effect of thin trading, and the presence of a market-wide move (co_flagged_other_tickers_same_day = 4.0, tag_from_index_check = MARKET_WIDE) suggests that the anomaly may not be specific to this stock, with the excess return also not being unusually large."
SAH,SAH,2023-07-11,8.75000017569445,649553.0,-0.0566037735849057,6.983760219794119,-8.678742855034155,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.001386428065202,-0.9449552360265268,0.0,-0.0552173455197036,COMPANY_SPECIFIC,worth_investigating,"The high return z-score of -8.678742855034155 and isolated move (co_flagged_other_tickers_same_day is 0) with no matching company news and no broad market-wide explanation (tag_from_index_check is COMPANY_SPECIFIC) suggest this anomaly is worth further investigation, despite the high volume z-score which could partially be due to illiquidity."
SAM,MEUBLES INTERIEURS,2022-10-06,3.18,34860.0,0.06,5.760360295926301,4.412645391944431,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0003353708540696,-0.4507272980331198,3.0,0.0603353708540696,MARKET_WIDE,likely_noise,"The high z-scores, especially the volume z-score of 5.76, combined with the low excess return vs index and the market-wide tag, suggest that this anomaly may be due to a broader market move rather than a specific issue with the ticker, and the ticker only appears in the watchlist twice which is not indicative of chronic illiquidity noise but not enough to confirm a pattern."
SAM,MEUBLES INTERIEURS,2025-02-27,6.57,45541.0,0.0545746388443018,6.887758816452299,4.85615305838332,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0072849928393758,1.7769587953261048,3.0,0.0472896460049259,MARKET_WIDE,likely_noise,"The high z-scores are present, but the 'MARKET_WIDE' tag suggests the move may have been part of a broader market trend, and the ticker has been flagged only twice, which doesn't indicate chronic illiquidity but also doesn't strongly suggest a one-off event worthy of investigation."
SCB,CIMENTS DE BIZERTE,2022-03-15,1.84,12200.0,-0.1153846153846154,5.593904137131583,-5.641491881574138,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0098304237782198,2.688633000133205,3.0,-0.1252150391628352,MARKET_WIDE,likely_noise,"The high z-scores for volume and return are accompanied by a market-wide tag and multiple co-flagged tickers, suggesting that the move may be part of a broader market trend rather than a unique event for this stock."
SERVI,SERVICOM,2022-09-21,0.41,438886.0,-0.3970588235294118,27.862159128371832,-4.673008153924645,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0050455130138293,1.198371479968012,2.0,-0.4021043365432412,COMPANY_SPECIFIC,worth_investigating,"The high volume z-score of 27.86 and low return z-score of -4.67 suggest a significant isolated move, and with only 3 prior flags for this ticker, it's not clearly a case of chronic illiquidity noise, making this event worth further investigation."
SERVI,SERVICOM,2023-08-03,0.21,108430.0,-0.2500000000000001,5.754294907699327,-3.5861012411198687,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0002710474478037,-0.5370962192626078,1.0,-0.2497289525521964,COMPANY_SPECIFIC,uncertain,"The high volume z-score of 5.754294907699327 suggests a significant spike in trading activity, but the presence of other flagged tickers on the same day and the fact that this ticker has been flagged multiple times before (3 appearances in the watchlist) introduces uncertainty about whether this is a genuine anomaly or noise due to chronic illiquidity."
SERVI,SERVICOM,2023-08-16,0.3,100621.0,0.4285714285714286,4.160174421776943,5.751658404413323,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0032383020540246,-1.5796410340069051,0.0,0.4318097306254532,COMPANY_SPECIFIC,worth_investigating,"The high return z-score of 5.75 and volume z-score of 4.16, combined with the company-specific move and low co-flagged count, suggest that this anomaly may be worth investigating, especially since the excess return versus the index is also significant at 0.43 and the ticker is not a chronic offender with only 3 appearances in the watchlist."
SFBT,SFBT,2022-03-18,17.0,37254.0,-0.0224266820011501,3.7068628367124825,-3.620467393591107,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0035223271670485,-0.853573278973952,3.0,-0.0189043548341015,MARKET_WIDE,likely_noise,"The z-scores for volume and return are significant but not extremely high, and the move coincided with a market-wide move, as indicated by the 'MARKET_WIDE' tag, suggesting the anomaly may be due to broader market conditions rather than a specific issue with this stock."
SIAME,SIAME,2022-10-03,3.71,367291.0,0.06,66.78223682354789,6.372588783167901,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,-0.0021339664741371,-1.1631481886751072,2.0,0.0621339664741371,COMPANY_SPECIFIC,worth_investigating,"The high volume z-score of 66.78 and return z-score of 6.37, combined with a moderate excess return versus the index and a lack of broad market explanation, suggest this anomaly may be worth further investigation, despite the stock being flagged four times before."
SIAME,SIAME,2023-10-23,3.67,29302.0,0.0485714285714284,5.201751226193345,4.430504846907828,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0057313951643649,1.922728580924305,2.0,0.0428400334070634,COMPANY_SPECIFIC,uncertain,"The high volume z-score of 5.20 and return z-score of 4.43 suggest a significant move, but the fact that this ticker has been flagged four times before and there were other tickers flagged on the same day raises uncertainty about whether this is a meaningful anomaly or just chronic illiquidity noise."
SIAME,SIAME,2024-11-25,3.53,599101.0,0.035190615835777,15.176584949359231,3.1296788081049867,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0017071628302327,0.5307570907610288,4.0,0.0334834530055442,MARKET_WIDE,uncertain,"The high volume z-score of 15.18 and return z-score of 3.13 are notable, but the presence of a market-wide move and four other flagged tickers on the same day suggests that the anomaly may be explained by broader market factors, and the fact that this ticker has been flagged four times before adds uncertainty to the assessment."
SIAME,SIAME,2025-03-18,3.43,80299.0,0.0457317073170733,4.505353053110019,4.436604226251833,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,,,3.0,,MARKET_WIDE,likely_noise,"The high z-scores for volume and return are accompanied by a market-wide move indication and multiple other tickers being flagged on the same day, suggesting this anomaly may be part of a broader market phenomenon rather than an isolated event worthy of investigation, and the fact that this ticker has been flagged multiple times before adds to the uncertainty."
SITS,SITS,2023-10-16,1.66,3233.0,0.0849673202614378,3.1552864102528746,3.0323749895084884,True,True,True,UNEXPLAINED,,,,,spike_detector,1,,,,,,0.0005514731875622,0.4302720093672017,2.0,0.0844158470738755,COMPANY_SPECIFIC,uncertain,"The volume and return z-scores are moderately high, but not extremely high, and the presence of two other tickers flagged on the same day and this ticker being flagged three times before suggests this could be either meaningful or noise, requiring more context to determine."
